0.000000,1146
0.002000,16864
0.003000,2688
0.004000,1558
0.005000,166
0.008000,43060
0.009000,67500
0.010000,22500
0.011000,76577
0.015000,155370
0.017000,613
0.020000,166060
0.021000,4500
0.022000,17890
0.023000,16628
0.032000,167196
0.035000,15207
0.036000,1500
0.194000,44648
0.196000,93000
0.197000,87000
0.198000,99000
0.199000,103500
0.200000,90000
0.201000,84000
0.202000,96000
0.203000,67500
0.204000,141000
0.205000,135000
0.207000,198000
0.208000,75000
0.209000,144000
0.210000,99000
0.211000,67500
0.212000,15657
0.308000,109001
0.309000,169500
0.310000,10500
0.311000,184500
0.312000,108000
0.313000,94500
0.314000,108000
0.315000,27000
0.316000,142500
0.317000,67500
0.318000,60000
0.319000,135000
0.321000,67500
0.322000,135000
0.323000,67500
0.324000,142500
0.325000,54000
0.326000,73500
0.327000,94500
0.328000,40232
0.333000,165146
0.334000,96000
0.335000,22500
0.336000,62468
0.337000,106663
0.338000,117000
0.339000,126000
0.340000,96000
0.341000,67500
0.342000,106500
0.343000,57000
0.344000,138000
0.345000,31500
0.346000,142500
0.347000,31500
0.349000,181500
0.350000,52500
0.351000,33566
0.356000,154922
0.358000,67500
0.359000,78304
0.360000,53030
0.361000,229500
0.362000,30000
0.363000,133500
0.364000,75000
0.365000,154500
0.366000,67500
0.367000,67500
0.368000,82867
0.374000,170417
0.375000,25500
0.376000,140508
0.377000,15918
0.378000,125030
0.379000,189000
0.380000,96000
0.381000,46500
0.382000,141000
0.383000,35446
0.388000,199691
0.389000,33000
0.390000,160500
0.391000,39631
0.392000,91500
0.393000,76500
0.394000,93000
0.395000,112500
0.396000,90000
0.397000,97500
0.398000,97500
0.399000,105000
0.400000,67500
0.401000,210000
0.402000,30000
0.403000,135000
0.404000,97500
0.405000,172500
0.406000,30000
0.407000,181500
0.408000,64238
0.410000,21000
0.415000,222050
0.417000,102000
0.418000,67500
0.419000,63000
0.420000,97500
0.421000,13500
0.422000,148500
0.423000,90000
0.424000,67500
0.425000,67500
0.426000,181500
0.427000,45000
0.428000,147000
0.429000,76500
0.430000,154500
0.431000,60000
0.432000,49500
0.433000,202500
0.434000,135000
0.435000,100500
0.436000,25500
0.437000,109500
0.438000,169500
0.439000,33000
0.440000,225000
0.441000,33000
0.442000,16500
0.443000,219000
0.444000,94500
0.445000,31500
0.446000,115500
0.447000,75000
0.448000,60099
0.454000,52
0.455000,193114
0.456000,15000
0.457000,139698
0.458000,50113
0.459000,178500
0.460000,72000
0.461000,115500
0.462000,30000
0.463000,184500
0.464000,103500
0.465000,67500
0.466000,115500
0.467000,105000
0.468000,57000
0.469000,102000
0.470000,114000
0.472000,217500
0.473000,28500
0.474000,105000
0.475000,81000
0.476000,136500
0.477000,106500
0.478000,73500
0.479000,54000
0.480000,171000
0.481000,84000
0.482000,118500
0.483000,99000
0.484000,99000
0.485000,111000
0.486000,96000
0.487000,165000
0.488000,67500
0.489000,135000
0.490000,60000
0.491000,75000
0.492000,172500
0.493000,135000
0.495000,135000
0.496000,123000
0.497000,54000
0.498000,67500
0.499000,106500
0.500000,13500
0.501000,170699
1.655000,573
1.658000,15210
1.659000,6000
1.660000,39000
1.662000,78000
1.663000,12000
1.664000,144000
1.665000,139500
1.668000,135000
1.669000,10500
1.670000,168000
1.672000,145500
1.673000,67500
1.674000,112500
1.675000,22500
1.676000,136500
1.677000,96000
1.678000,66000
1.679000,84000
1.680000,84000
1.681000,96000
1.682000,73500
1.683000,55500
1.684000,141000
1.685000,45000
1.686000,45000
1.687000,157500
1.688000,22500
1.689000,171000
1.690000,9000
1.691000,159000
1.692000,45000
1.694000,160500
1.695000,94500
1.696000,81000
1.697000,87000
1.698000,115500
1.699000,67500
1.700000,27000
1.701000,18664
2.852000,15000
2.853000,6000
2.854000,42000
2.855000,42000
2.856000,78000
2.857000,135000
2.859000,160500
2.862000,75000
2.863000,177000
2.864000,48000
2.865000,24000
2.867000,141000
2.869000,105000
2.870000,87000
2.871000,67500
2.873000,81000
2.875000,80352
4.158000,573
4.161000,15607
4.162000,33000
4.165000,66000
4.166000,127500
4.167000,4500
4.168000,100500
4.169000,51000
4.170000,108000
4.171000,36000
4.172000,120000
4.173000,28500
4.174000,87000
4.175000,115500
4.176000,51000
4.177000,195000
4.179000,133500
4.180000,12574
4.942000,15000
4.944000,30000
4.946000,60000
4.947000,75000
4.948000,100500
4.949000,115500
4.952000,136500
4.953000,45000
4.954000,73500
4.955000,73500
4.956000,52500
4.957000,160500
4.958000,31500
4.959000,15000
4.960000,121500
4.961000,55500
4.963000,109500
4.964000,85998
5.621000,573
5.626000,16500
5.627000,33000
5.628000,66000
5.629000,93000
5.630000,39000
5.631000,148500
5.632000,1500
5.633000,60000
5.634000,45000
5.635000,99000
5.636000,81000
5.637000,108000
5.638000,87000
5.639000,115500
5.640000,148500
5.641000,103500
5.642000,162000
5.643000,87000
5.644000,57446
6.162000,14125
6.164000,30000
6.165000,60000
6.167000,120000
6.168000,195000
6.169000,45000
6.170000,111000
6.171000,114000
6.172000,124500
6.173000,67500
6.174000,145500
6.175000,67500
6.176000,67500
6.177000,127500
6.178000,103500
6.179000,56617
6.184000,7500
6.821000,15000
6.822000,18000
6.823000,12000
6.824000,60000
6.825000,120000
6.826000,60000
6.827000,130500
6.828000,67500
6.830000,199500
6.831000,25500
6.832000,94500
6.833000,76500
6.834000,153000
6.835000,25500
6.836000,33000
6.837000,81263
6.838000,21000
7.472000,573
7.477000,15888
7.478000,33000
7.480000,66000
7.481000,132000
7.483000,178500
7.485000,144000
7.486000,112500
7.487000,99000
7.488000,195000
7.489000,52500
7.490000,28500
7.491000,172500
7.492000,102863
7.494000,1500
8.002000,13459
8.003000,30000
8.004000,60000
8.005000,18000
8.006000,150000
8.008000,147000
8.009000,66000
8.010000,88500
8.011000,75000
8.012000,91500
8.013000,123000
8.014000,93000
8.015000,130500
8.016000,142500
8.017000,10500
8.018000,87000
8.020000,73134
8.657000,13940
8.659000,30000
8.660000,60000
8.661000,120000
8.663000,127500
8.664000,135000
8.665000,67500
8.666000,67500
8.667000,135000
8.668000,96000
8.670000,105000
8.671000,28500
8.673000,135000
8.674000,1500
8.675000,68451
9.308000,573
9.310000,15406
9.312000,33000
9.314000,102000
9.315000,60000
9.316000,102000
9.317000,106500
9.318000,90000
9.319000,123000
9.321000,148500
9.322000,112500
9.323000,45000
9.324000,112500
9.325000,40411
9.326000,3000
9.959000,13658
9.961000,30000
9.962000,60000
9.963000,120000
9.965000,181500
9.966000,81000
9.967000,67500
9.968000,129000
9.970000,135000
9.971000,67500
9.972000,127500
9.974000,183000
9.975000,33000
9.976000,1610
10.610000,573
10.612000,16500
10.613000,33000
10.615000,66000
10.616000,132000
10.617000,6000
10.618000,204000
10.619000,99000
10.620000,30000
10.621000,105000
10.622000,91500
10.623000,117000
10.624000,67500
10.625000,43500
10.626000,97500
10.627000,48000
10.628000,95639
11.137000,15000
11.138000,30000
11.140000,66000
11.142000,124500
11.144000,166500
11.146000,121500
11.147000,141000
11.148000,76500
11.149000,84000
11.150000,16500
11.151000,114000
11.152000,135000
11.153000,36823
11.154000,4500
11.788000,15000
11.790000,30000
11.791000,30000
11.792000,42000
11.793000,123000
11.795000,151500
11.796000,15000
11.797000,105000
11.798000,67500
11.799000,106500
11.800000,94500
11.801000,93000
11.802000,67500
11.803000,186000
11.804000,26594
12.438000,573
12.440000,15850
12.442000,6000
12.443000,39000
12.445000,78000
12.446000,133500
12.449000,148500
12.451000,153000
12.453000,75000
12.454000,139500
12.455000,84000
12.456000,94500
12.457000,91500
12.458000,73500
12.459000,50980
13.094000,15000
13.096000,30000
13.098000,60000
13.099000,120000
13.101000,163500
13.102000,15000
13.103000,136500
13.104000,43500
13.105000,130500
13.106000,85500
13.107000,93000
13.108000,112500
13.109000,90000
13.110000,67500
13.112000,123000
13.113000,36000
13.114000,154500
13.115000,78000
13.116000,69125
13.751000,573
13.754000,16500
13.755000,9000
13.756000,24000
13.757000,39000
13.758000,105000
13.759000,25500
13.760000,129000
13.761000,81000
13.762000,22500
13.764000,141000
13.766000,166500
13.767000,31500
13.768000,126000
13.769000,73500
13.770000,55500
13.771000,118500
13.772000,54000
13.773000,58500
13.774000,22500
13.775000,135000
13.776000,21000
13.777000,91500
13.778000,90000
13.779000,100500
13.780000,79500
13.781000,67500
13.782000,69165
14.295000,15000
14.296000,30000
14.298000,60000
14.299000,73500
14.300000,106500
14.302000,111000
14.303000,78000
14.304000,76500
14.305000,136500
14.306000,94500
14.307000,108000
14.308000,60000
14.309000,87000
14.310000,16850
14.944000,15000
14.946000,30000
14.947000,60000
14.948000,72000
14.949000,48000
14.950000,148500
14.951000,12000
14.952000,96000
14.953000,46500
14.954000,85500
14.955000,82500
14.956000,183000
14.957000,67500
14.958000,13500
14.959000,153000
14.960000,9000
14.961000,114000
14.962000,49500
14.964000,8682
